,a_length_bin,a_V_segment_spec,a_V_segment_agg,a_kidera1,a_kidera2,a_kidera3,a_kidera4,a_kidera5,a_kidera6,a_kidera7,a_kidera8,a_kidera9,a_kidera10,b_length_bin,b_V_segment_spec,b_V_segment_agg,b_kidera1,b_kidera2,b_kidera3,b_kidera4,b_kidera5,b_kidera6,b_kidera7,b_kidera8,b_kidera9,b_kidera10,are_paired
595,5.0,7.0,4.0,5.0,4.0,4.0,6.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,2.0,2.0,4.0,5.0,3.0,4.0,5.0,4.0,3.0,3.0,6.0,1.0
596,5.0,1.0,0.0,7.0,2.0,2.0,5.0,5.0,5.0,6.0,7.0,2.0,3.0,1.0,1.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,5.0,6.0,4.0,6.0,1.0
597,6.0,1.0,0.0,5.0,4.0,4.0,7.0,6.0,4.0,5.0,4.0,2.0,6.0,7.0,3.0,0.0,7.0,2.0,5.0,3.0,5.0,4.0,7.0,7.0,2.0,5.0,1.0
598,5.0,8.0,6.0,6.0,5.0,5.0,7.0,3.0,6.0,4.0,5.0,6.0,2.0,2.0,1.0,2.0,5.0,6.0,2.0,4.0,3.0,7.0,3.0,5.0,3.0,4.0,1.0
599,4.0,8.0,0.0,8.0,7.0,4.0,4.0,8.0,5.0,6.0,6.0,7.0,2.0,3.0,0.0,3.0,7.0,5.0,4.0,2.0,4.0,1.0,3.0,4.0,5.0,6.0,1.0
600,4.0,5.0,9.0,7.0,7.0,2.0,5.0,6.0,4.0,6.0,3.0,4.0,4.0,2.0,0.0,1.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,6.0,3.0,4.0,1.0
601,4.0,1.0,7.0,2.0,4.0,0.0,4.0,5.0,5.0,6.0,6.0,6.0,3.0,0.0,1.0,2.0,1.0,3.0,0.0,2.0,1.0,4.0,4.0,6.0,4.0,4.0,1.0
602,3.0,9.0,0.0,5.0,6.0,3.0,3.0,6.0,5.0,6.0,7.0,8.0,0.0,1.0,2.0,1.0,5.0,3.0,3.0,2.0,5.0,3.0,6.0,6.0,5.0,4.0,1.0
603,5.0,6.0,0.0,5.0,4.0,7.0,6.0,7.0,3.0,4.0,5.0,4.0,5.0,3.0,8.0,3.0,3.0,6.0,4.0,2.0,2.0,3.0,6.0,6.0,6.0,6.0,1.0
604,6.0,7.0,0.0,5.0,6.0,6.0,5.0,4.0,3.0,4.0,5.0,4.0,6.0,0.0,1.0,2.0,4.0,5.0,2.0,3.0,6.0,5.0,3.0,5.0,5.0,6.0,1.0
605,6.0,6.0,0.0,3.0,4.0,3.0,6.0,5.0,2.0,5.0,4.0,4.0,4.0,3.0,2.0,6.0,5.0,6.0,5.0,6.0,3.0,7.0,4.0,5.0,4.0,2.0,1.0
606,4.0,1.0,7.0,4.0,5.0,4.0,6.0,4.0,4.0,1.0,3.0,4.0,2.0,0.0,2.0,1.0,7.0,3.0,5.0,4.0,6.0,5.0,5.0,4.0,3.0,3.0,1.0
607,5.0,3.0,0.0,7.0,3.0,5.0,5.0,7.0,3.0,7.0,8.0,1.0,8.0,3.0,1.0,2.0,5.0,5.0,6.0,4.0,3.0,5.0,5.0,7.0,5.0,3.0,1.0
608,8.0,1.0,1.0,9.0,4.0,3.0,6.0,5.0,5.0,5.0,6.0,3.0,5.0,1.0,1.0,2.0,6.0,5.0,3.0,5.0,4.0,6.0,4.0,4.0,5.0,3.0,1.0
609,5.0,3.0,0.0,5.0,5.0,6.0,6.0,8.0,2.0,3.0,2.0,5.0,5.0,3.0,8.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,1.0
610,5.0,5.0,0.0,8.0,4.0,5.0,5.0,6.0,3.0,5.0,6.0,2.0,5.0,3.0,8.0,1.0,5.0,2.0,4.0,3.0,3.0,6.0,8.0,10.0,3.0,8.0,1.0
611,6.0,1.0,3.0,4.0,6.0,6.0,6.0,5.0,5.0,7.0,5.0,3.0,5.0,2.0,3.0,0.0,7.0,2.0,5.0,3.0,5.0,4.0,7.0,7.0,2.0,5.0,1.0
612,5.0,7.0,4.0,6.0,6.0,7.0,7.0,5.0,6.0,3.0,4.0,7.0,1.0,3.0,0.0,3.0,4.0,2.0,4.0,4.0,2.0,3.0,2.0,4.0,3.0,6.0,1.0
613,3.0,2.0,1.0,9.0,3.0,4.0,4.0,7.0,5.0,7.0,6.0,3.0,2.0,5.0,1.0,4.0,7.0,3.0,8.0,1.0,4.0,4.0,3.0,7.0,3.0,6.0,1.0
614,5.0,1.0,6.0,5.0,5.0,4.0,7.0,5.0,5.0,5.0,3.0,5.0,5.0,2.0,8.0,2.0,2.0,6.0,4.0,7.0,2.0,7.0,6.0,5.0,3.0,3.0,1.0
615,3.0,9.0,3.0,4.0,5.0,5.0,6.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,6.0,4.0,8.0,2.0,5.0,2.0,5.0,4.0,4.0,6.0,2.0,6.0,1.0
616,5.0,7.0,0.0,6.0,4.0,3.0,5.0,6.0,3.0,6.0,2.0,5.0,3.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,2.0,5.0,3.0,3.0,5.0,4.0,1.0
617,5.0,1.0,0.0,7.0,1.0,3.0,5.0,5.0,4.0,7.0,8.0,1.0,3.0,1.0,1.0,2.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,6.0,1.0
618,5.0,7.0,4.0,4.0,4.0,4.0,6.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,8.0,3.0,3.0,5.0,4.0,2.0,4.0,4.0,5.0,6.0,5.0,3.0,1.0
619,6.0,1.0,0.0,3.0,4.0,2.0,7.0,5.0,4.0,6.0,5.0,2.0,5.0,7.0,3.0,0.0,7.0,2.0,5.0,4.0,5.0,4.0,5.0,6.0,2.0,4.0,1.0
620,4.0,1.0,2.0,4.0,5.0,2.0,6.0,5.0,4.0,5.0,3.0,2.0,4.0,1.0,4.0,6.0,6.0,4.0,5.0,3.0,6.0,4.0,4.0,6.0,4.0,4.0,1.0
621,3.0,1.0,7.0,3.0,4.0,4.0,6.0,4.0,3.0,6.0,4.0,3.0,5.0,0.0,8.0,6.0,5.0,4.0,4.0,5.0,5.0,3.0,5.0,6.0,4.0,6.0,1.0
622,5.0,7.0,4.0,5.0,5.0,5.0,5.0,7.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,4.0,4.0,6.0,3.0,7.0,1.0
623,4.0,1.0,0.0,7.0,7.0,2.0,3.0,3.0,4.0,3.0,6.0,4.0,5.0,7.0,9.0,0.0,6.0,6.0,4.0,1.0,5.0,6.0,8.0,4.0,6.0,6.0,1.0
624,6.0,6.0,1.0,4.0,5.0,4.0,8.0,2.0,5.0,5.0,3.0,4.0,6.0,3.0,2.0,1.0,4.0,3.0,6.0,3.0,4.0,6.0,7.0,5.0,5.0,4.0,1.0
625,6.0,1.0,0.0,4.0,8.0,4.0,8.0,5.0,6.0,7.0,5.0,5.0,3.0,7.0,2.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,6.0,2.0,1.0
626,4.0,5.0,0.0,7.0,7.0,3.0,5.0,7.0,4.0,5.0,8.0,7.0,4.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,1.0
627,5.0,3.0,0.0,5.0,4.0,1.0,4.0,8.0,3.0,6.0,2.0,4.0,5.0,3.0,2.0,6.0,3.0,3.0,4.0,4.0,1.0,2.0,4.0,4.0,4.0,6.0,1.0
628,5.0,0.0,0.0,5.0,5.0,4.0,4.0,7.0,3.0,4.0,2.0,6.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,6.0,2.0,4.0,4.0,4.0,3.0,5.0,1.0
629,7.0,1.0,0.0,6.0,5.0,4.0,6.0,6.0,5.0,7.0,7.0,1.0,6.0,7.0,4.0,0.0,5.0,5.0,3.0,4.0,4.0,3.0,5.0,6.0,4.0,5.0,1.0
630,6.0,1.0,0.0,4.0,5.0,3.0,8.0,4.0,5.0,6.0,3.0,3.0,6.0,7.0,3.0,0.0,7.0,3.0,5.0,5.0,6.0,3.0,7.0,7.0,3.0,5.0,1.0
631,5.0,1.0,0.0,4.0,2.0,3.0,5.0,5.0,3.0,6.0,5.0,3.0,4.0,3.0,2.0,6.0,4.0,2.0,3.0,2.0,3.0,2.0,5.0,5.0,4.0,6.0,1.0
632,3.0,7.0,0.0,1.0,6.0,4.0,6.0,3.0,5.0,5.0,3.0,6.0,8.0,0.0,8.0,2.0,5.0,7.0,4.0,6.0,2.0,6.0,3.0,4.0,4.0,5.0,1.0
633,5.0,5.0,8.0,4.0,3.0,6.0,6.0,7.0,4.0,7.0,3.0,2.0,4.0,3.0,0.0,3.0,5.0,3.0,3.0,3.0,4.0,4.0,5.0,7.0,4.0,5.0,1.0
634,3.0,5.0,7.0,4.0,6.0,5.0,6.0,5.0,4.0,3.0,5.0,6.0,4.0,3.0,2.0,8.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,5.0,4.0,6.0,1.0
635,5.0,1.0,0.0,5.0,6.0,5.0,8.0,5.0,7.0,6.0,4.0,3.0,4.0,7.0,3.0,0.0,7.0,2.0,5.0,3.0,5.0,4.0,7.0,7.0,2.0,5.0,1.0
636,3.0,7.0,0.0,5.0,6.0,6.0,4.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,7.0,6.0,4.0,4.0,5.0,5.0,1.0,3.0,2.0,3.0,4.0,6.0,1.0
637,6.0,1.0,0.0,8.0,5.0,4.0,7.0,7.0,5.0,6.0,6.0,2.0,5.0,7.0,8.0,3.0,3.0,5.0,4.0,0.0,4.0,2.0,4.0,4.0,7.0,5.0,1.0
638,5.0,1.0,0.0,3.0,3.0,4.0,6.0,6.0,2.0,4.0,2.0,3.0,4.0,0.0,0.0,3.0,6.0,2.0,5.0,5.0,3.0,5.0,2.0,5.0,4.0,5.0,1.0
639,3.0,9.0,3.0,5.0,4.0,3.0,6.0,4.0,5.0,2.0,6.0,5.0,4.0,3.0,5.0,2.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,3.0,3.0,1.0
640,5.0,1.0,0.0,7.0,1.0,3.0,5.0,5.0,4.0,7.0,8.0,1.0,3.0,1.0,1.0,2.0,5.0,5.0,6.0,7.0,3.0,6.0,1.0,3.0,3.0,4.0,1.0
641,5.0,7.0,9.0,5.0,4.0,6.0,5.0,4.0,4.0,5.0,5.0,3.0,5.0,2.0,3.0,0.0,2.0,4.0,5.0,5.0,2.0,5.0,3.0,4.0,5.0,6.0,1.0
642,5.0,1.0,0.0,5.0,6.0,5.0,8.0,5.0,7.0,6.0,4.0,3.0,4.0,7.0,3.0,0.0,6.0,2.0,5.0,3.0,5.0,4.0,6.0,7.0,3.0,4.0,1.0
643,5.0,3.0,0.0,5.0,7.0,5.0,6.0,3.0,4.0,5.0,4.0,7.0,3.0,3.0,2.0,2.0,4.0,4.0,5.0,5.0,4.0,4.0,1.0,2.0,3.0,4.0,1.0
644,5.0,1.0,2.0,5.0,4.0,4.0,6.0,7.0,2.0,6.0,2.0,3.0,7.0,1.0,7.0,7.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,5.0,4.0,1.0
645,5.0,5.0,6.0,4.0,4.0,7.0,6.0,6.0,5.0,7.0,4.0,2.0,5.0,3.0,0.0,3.0,4.0,2.0,3.0,5.0,3.0,5.0,4.0,5.0,4.0,4.0,1.0
646,5.0,6.0,6.0,3.0,3.0,3.0,5.0,4.0,2.0,6.0,4.0,5.0,4.0,2.0,1.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,3.0,3.0,5.0,3.0,1.0
647,3.0,9.0,3.0,6.0,4.0,5.0,6.0,4.0,5.0,6.0,6.0,4.0,7.0,3.0,9.0,0.0,5.0,4.0,3.0,1.0,4.0,7.0,7.0,7.0,0.0,5.0,1.0
648,5.0,6.0,1.0,7.0,4.0,4.0,6.0,6.0,3.0,4.0,5.0,2.0,6.0,3.0,1.0,2.0,4.0,4.0,5.0,2.0,2.0,3.0,6.0,5.0,4.0,6.0,1.0
649,3.0,1.0,1.0,7.0,7.0,4.0,4.0,6.0,5.0,5.0,7.0,6.0,4.0,1.0,2.0,1.0,3.0,5.0,4.0,2.0,4.0,4.0,5.0,6.0,5.0,3.0,1.0
650,6.0,1.0,0.0,6.0,5.0,4.0,5.0,4.0,2.0,4.0,2.0,4.0,7.0,7.0,1.0,2.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,6.0,4.0,3.0,1.0
651,5.0,7.0,0.0,5.0,4.0,5.0,6.0,6.0,4.0,5.0,5.0,4.0,3.0,2.0,7.0,6.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,5.0,7.0,1.0
652,3.0,9.0,3.0,2.0,5.0,2.0,5.0,3.0,3.0,3.0,4.0,8.0,4.0,3.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,6.0,4.0,4.0,4.0,2.0,1.0
653,3.0,4.0,1.0,3.0,6.0,4.0,7.0,6.0,2.0,4.0,3.0,6.0,7.0,3.0,1.0,2.0,8.0,2.0,4.0,2.0,5.0,5.0,7.0,7.0,2.0,5.0,1.0
654,5.0,8.0,0.0,7.0,5.0,5.0,4.0,6.0,4.0,3.0,3.0,2.0,2.0,3.0,8.0,1.0,9.0,2.0,5.0,3.0,5.0,5.0,8.0,9.0,3.0,7.0,1.0
655,3.0,9.0,3.0,4.0,5.0,6.0,4.0,9.0,4.0,2.0,2.0,6.0,6.0,3.0,2.0,8.0,6.0,4.0,6.0,5.0,5.0,4.0,2.0,4.0,2.0,5.0,1.0
656,6.0,0.0,1.0,6.0,6.0,4.0,5.0,5.0,1.0,3.0,4.0,5.0,6.0,0.0,2.0,8.0,7.0,3.0,6.0,4.0,5.0,6.0,7.0,7.0,2.0,5.0,1.0
657,3.0,7.0,4.0,6.0,6.0,5.0,4.0,5.0,6.0,5.0,6.0,3.0,1.0,3.0,2.0,0.0,3.0,5.0,3.0,5.0,1.0,3.0,2.0,4.0,5.0,7.0,1.0
658,4.0,7.0,0.0,4.0,4.0,2.0,5.0,4.0,4.0,6.0,5.0,5.0,3.0,1.0,8.0,3.0,5.0,4.0,5.0,2.0,4.0,1.0,4.0,5.0,5.0,5.0,1.0
659,6.0,1.0,0.0,6.0,5.0,3.0,7.0,6.0,5.0,6.0,6.0,1.0,6.0,7.0,8.0,3.0,2.0,5.0,3.0,2.0,3.0,3.0,4.0,3.0,5.0,5.0,1.0
660,5.0,1.0,7.0,6.0,4.0,1.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0,0.0,5.0,1.0,6.0,3.0,3.0,2.0,6.0,4.0,6.0,3.0,5.0,3.0,1.0
661,5.0,2.0,0.0,6.0,5.0,2.0,6.0,6.0,3.0,5.0,4.0,5.0,3.0,4.0,3.0,0.0,4.0,5.0,3.0,6.0,2.0,5.0,5.0,6.0,4.0,6.0,1.0
662,6.0,5.0,0.0,4.0,5.0,5.0,6.0,4.0,4.0,4.0,2.0,3.0,7.0,2.0,1.0,1.0,2.0,2.0,3.0,0.0,3.0,0.0,7.0,6.0,4.0,7.0,1.0
663,6.0,7.0,0.0,6.0,6.0,6.0,6.0,7.0,3.0,6.0,5.0,3.0,7.0,1.0,1.0,2.0,6.0,4.0,5.0,4.0,4.0,5.0,2.0,5.0,4.0,2.0,1.0
664,3.0,1.0,7.0,5.0,7.0,0.0,6.0,5.0,7.0,6.0,4.0,7.0,4.0,0.0,8.0,2.0,8.0,3.0,6.0,6.0,3.0,6.0,4.0,6.0,4.0,6.0,1.0
665,4.0,5.0,0.0,6.0,6.0,8.0,7.0,5.0,4.0,7.0,6.0,2.0,8.0,3.0,0.0,3.0,6.0,5.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,5.0,1.0
666,6.0,9.0,3.0,6.0,4.0,6.0,5.0,7.0,5.0,5.0,6.0,3.0,4.0,3.0,1.0,1.0,3.0,5.0,5.0,3.0,2.0,4.0,3.0,4.0,4.0,5.0,1.0
667,3.0,1.0,0.0,4.0,4.0,4.0,5.0,4.0,4.0,6.0,6.0,6.0,4.0,1.0,2.0,1.0,7.0,3.0,5.0,4.0,6.0,5.0,5.0,4.0,3.0,3.0,1.0
668,3.0,1.0,7.0,3.0,5.0,2.0,7.0,5.0,4.0,6.0,4.0,4.0,4.0,0.0,4.0,6.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,6.0,5.0,2.0,1.0
669,3.0,3.0,9.0,4.0,2.0,2.0,4.0,5.0,1.0,9.0,6.0,2.0,7.0,2.0,3.0,0.0,6.0,4.0,6.0,4.0,4.0,5.0,5.0,6.0,2.0,5.0,1.0
670,5.0,5.0,8.0,4.0,3.0,6.0,6.0,7.0,4.0,7.0,3.0,2.0,4.0,3.0,0.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,1.0
671,5.0,4.0,1.0,2.0,4.0,4.0,6.0,7.0,4.0,4.0,4.0,4.0,3.0,3.0,1.0,2.0,3.0,3.0,2.0,0.0,2.0,2.0,5.0,5.0,3.0,6.0,1.0
672,6.0,3.0,6.0,5.0,5.0,4.0,5.0,3.0,2.0,4.0,3.0,3.0,8.0,3.0,7.0,6.0,2.0,3.0,2.0,1.0,3.0,4.0,5.0,6.0,3.0,3.0,1.0
673,6.0,2.0,4.0,5.0,6.0,4.0,7.0,6.0,3.0,8.0,6.0,4.0,3.0,4.0,2.0,4.0,6.0,8.0,7.0,5.0,4.0,3.0,3.0,4.0,6.0,5.0,1.0
674,4.0,2.0,2.0,6.0,4.0,4.0,5.0,6.0,4.0,3.0,5.0,4.0,2.0,5.0,6.0,6.0,3.0,4.0,5.0,6.0,3.0,4.0,4.0,4.0,6.0,4.0,1.0
675,5.0,1.0,0.0,1.0,4.0,7.0,5.0,7.0,3.0,5.0,4.0,4.0,2.0,1.0,8.0,2.0,7.0,4.0,3.0,6.0,5.0,7.0,4.0,6.0,4.0,5.0,1.0
676,6.0,1.0,0.0,7.0,1.0,3.0,6.0,5.0,3.0,5.0,6.0,1.0,4.0,3.0,2.0,6.0,4.0,4.0,5.0,4.0,2.0,3.0,4.0,4.0,4.0,7.0,1.0
677,6.0,9.0,3.0,5.0,4.0,5.0,4.0,7.0,4.0,6.0,6.0,2.0,4.0,3.0,1.0,0.0,4.0,2.0,2.0,1.0,3.0,5.0,5.0,6.0,3.0,3.0,1.0
678,6.0,8.0,6.0,7.0,3.0,4.0,6.0,5.0,3.0,3.0,4.0,2.0,4.0,2.0,2.0,1.0,5.0,7.0,5.0,5.0,5.0,3.0,5.0,3.0,5.0,5.0,1.0
679,5.0,3.0,0.0,6.0,4.0,4.0,5.0,7.0,4.0,4.0,5.0,2.0,4.0,3.0,7.0,6.0,3.0,5.0,4.0,5.0,1.0,4.0,2.0,4.0,5.0,7.0,1.0
680,3.0,5.0,8.0,6.0,5.0,7.0,6.0,9.0,2.0,7.0,6.0,1.0,8.0,3.0,3.0,1.0,3.0,7.0,2.0,9.0,0.0,7.0,3.0,5.0,5.0,6.0,1.0
681,3.0,6.0,0.0,8.0,8.0,5.0,3.0,8.0,5.0,7.0,9.0,6.0,4.0,3.0,1.0,3.0,5.0,6.0,5.0,6.0,3.0,5.0,4.0,4.0,6.0,4.0,1.0
682,5.0,2.0,3.0,4.0,2.0,3.0,5.0,6.0,3.0,7.0,6.0,2.0,3.0,1.0,2.0,1.0,6.0,4.0,5.0,3.0,4.0,6.0,7.0,7.0,4.0,5.0,1.0
683,7.0,9.0,4.0,6.0,3.0,2.0,6.0,5.0,1.0,4.0,3.0,2.0,6.0,3.0,2.0,1.0,6.0,1.0,4.0,3.0,5.0,6.0,8.0,5.0,4.0,3.0,1.0
684,4.0,5.0,0.0,7.0,6.0,6.0,6.0,6.0,4.0,5.0,6.0,4.0,6.0,3.0,1.0,2.0,3.0,4.0,3.0,3.0,3.0,5.0,3.0,6.0,5.0,3.0,1.0
685,8.0,1.0,0.0,8.0,3.0,2.0,5.0,6.0,4.0,6.0,6.0,0.0,5.0,1.0,4.0,6.0,4.0,2.0,5.0,5.0,4.0,4.0,2.0,4.0,3.0,5.0,1.0
686,4.0,0.0,1.0,7.0,6.0,2.0,4.0,7.0,4.0,8.0,5.0,8.0,1.0,0.0,6.0,4.0,6.0,4.0,4.0,3.0,4.0,3.0,5.0,5.0,3.0,5.0,1.0
687,6.0,2.0,0.0,5.0,4.0,3.0,6.0,4.0,4.0,1.0,3.0,2.0,4.0,8.0,3.0,0.0,4.0,3.0,4.0,3.0,3.0,5.0,3.0,5.0,5.0,6.0,1.0
688,6.0,6.0,0.0,3.0,5.0,4.0,7.0,2.0,4.0,5.0,3.0,4.0,8.0,3.0,2.0,4.0,4.0,7.0,4.0,7.0,6.0,6.0,3.0,4.0,4.0,0.0,1.0
689,7.0,1.0,0.0,7.0,4.0,5.0,6.0,6.0,3.0,5.0,5.0,1.0,6.0,7.0,1.0,4.0,7.0,3.0,8.0,2.0,4.0,5.0,4.0,6.0,3.0,5.0,1.0
690,4.0,9.0,0.0,3.0,4.0,2.0,6.0,1.0,4.0,7.0,3.0,4.0,7.0,4.0,3.0,0.0,7.0,2.0,4.0,6.0,3.0,5.0,3.0,7.0,3.0,6.0,1.0
691,3.0,1.0,6.0,3.0,3.0,1.0,5.0,3.0,3.0,5.0,7.0,3.0,4.0,2.0,0.0,2.0,4.0,4.0,7.0,2.0,4.0,4.0,4.0,5.0,4.0,3.0,1.0
692,5.0,7.0,4.0,6.0,3.0,5.0,5.0,6.0,4.0,5.0,5.0,3.0,4.0,3.0,7.0,6.0,4.0,3.0,3.0,4.0,2.0,3.0,1.0,3.0,4.0,6.0,1.0
693,3.0,1.0,7.0,3.0,6.0,1.0,7.0,3.0,6.0,5.0,5.0,7.0,4.0,0.0,8.0,2.0,7.0,5.0,7.0,7.0,2.0,7.0,6.0,6.0,4.0,7.0,1.0
694,5.0,7.0,4.0,4.0,4.0,4.0,6.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,1.0,2.0,2.0,4.0,6.0,3.0,3.0,4.0,5.0,5.0,4.0,4.0,1.0
695,6.0,1.0,1.0,6.0,5.0,3.0,7.0,4.0,3.0,6.0,2.0,5.0,6.0,1.0,4.0,4.0,6.0,5.0,7.0,6.0,3.0,6.0,4.0,4.0,3.0,5.0,1.0
696,5.0,9.0,3.0,4.0,4.0,4.0,8.0,4.0,4.0,6.0,3.0,3.0,5.0,3.0,1.0,2.0,4.0,4.0,5.0,4.0,4.0,2.0,5.0,4.0,4.0,6.0,1.0
697,4.0,1.0,0.0,7.0,3.0,4.0,7.0,7.0,4.0,9.0,7.0,3.0,5.0,3.0,2.0,6.0,3.0,3.0,6.0,3.0,2.0,2.0,4.0,4.0,4.0,5.0,1.0
698,5.0,1.0,4.0,7.0,7.0,4.0,3.0,5.0,3.0,4.0,5.0,4.0,5.0,4.0,1.0,2.0,4.0,4.0,5.0,5.0,2.0,5.0,6.0,5.0,5.0,5.0,1.0
699,5.0,7.0,0.0,5.0,4.0,5.0,5.0,6.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,8.0,6.0,5.0,3.0,5.0,5.0,4.0,2.0,3.0,5.0,4.0,1.0
700,5.0,1.0,2.0,5.0,5.0,9.0,6.0,6.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,1.0,5.0,6.0,5.0,7.0,3.0,7.0,3.0,4.0,5.0,4.0,1.0
701,5.0,7.0,4.0,6.0,5.0,5.0,5.0,6.0,3.0,5.0,5.0,4.0,4.0,3.0,9.0,1.0,4.0,6.0,3.0,2.0,2.0,4.0,4.0,3.0,4.0,6.0,1.0
702,5.0,1.0,1.0,6.0,6.0,7.0,5.0,7.0,3.0,4.0,5.0,4.0,5.0,0.0,5.0,8.0,4.0,7.0,4.0,7.0,2.0,6.0,4.0,4.0,5.0,5.0,1.0
703,5.0,7.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,5.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,5.0,3.0,3.0,2.0,3.0,3.0,5.0,6.0,5.0,1.0
704,5.0,0.0,0.0,5.0,4.0,1.0,7.0,3.0,6.0,6.0,6.0,7.0,1.0,3.0,1.0,2.0,4.0,4.0,5.0,2.0,4.0,5.0,2.0,4.0,6.0,4.0,1.0
705,3.0,9.0,3.0,2.0,6.0,5.0,3.0,5.0,2.0,4.0,5.0,5.0,5.0,3.0,5.0,7.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,3.0,3.0,1.0
706,6.0,7.0,9.0,8.0,3.0,4.0,6.0,6.0,5.0,4.0,2.0,3.0,4.0,2.0,1.0,2.0,5.0,5.0,5.0,4.0,3.0,5.0,2.0,6.0,4.0,4.0,1.0
707,4.0,9.0,3.0,7.0,2.0,4.0,5.0,6.0,5.0,7.0,8.0,2.0,3.0,3.0,1.0,2.0,2.0,6.0,7.0,5.0,4.0,6.0,3.0,4.0,5.0,1.0,1.0
708,3.0,7.0,0.0,5.0,6.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,0.0,2.0,7.0,6.0,3.0,5.0,3.0,3.0,1.0,4.0,2.0,4.0,3.0,6.0,1.0
709,4.0,9.0,0.0,8.0,8.0,2.0,6.0,6.0,7.0,5.0,6.0,8.0,3.0,1.0,2.0,1.0,2.0,4.0,3.0,3.0,2.0,3.0,5.0,5.0,5.0,6.0,1.0
710,3.0,9.0,3.0,4.0,5.0,5.0,3.0,5.0,3.0,7.0,5.0,1.0,6.0,3.0,1.0,1.0,3.0,3.0,3.0,2.0,4.0,3.0,6.0,6.0,5.0,4.0,1.0
711,6.0,7.0,0.0,7.0,4.0,4.0,6.0,5.0,3.0,4.0,5.0,3.0,3.0,1.0,2.0,1.0,6.0,4.0,5.0,3.0,4.0,6.0,7.0,7.0,4.0,5.0,1.0
712,5.0,7.0,0.0,6.0,3.0,5.0,5.0,6.0,4.0,5.0,5.0,3.0,4.0,2.0,2.0,8.0,4.0,3.0,3.0,4.0,2.0,3.0,1.0,3.0,4.0,6.0,1.0
713,4.0,1.0,0.0,7.0,4.0,7.0,5.0,6.0,5.0,8.0,7.0,3.0,4.0,3.0,2.0,6.0,4.0,4.0,5.0,4.0,2.0,3.0,4.0,4.0,4.0,7.0,1.0
714,4.0,9.0,0.0,3.0,4.0,2.0,5.0,5.0,2.0,7.0,5.0,6.0,4.0,4.0,3.0,1.0,5.0,6.0,3.0,3.0,4.0,5.0,4.0,6.0,5.0,4.0,1.0
715,3.0,1.0,0.0,5.0,6.0,4.0,5.0,4.0,5.0,3.0,7.0,6.0,4.0,7.0,1.0,0.0,0.0,3.0,1.0,3.0,5.0,4.0,6.0,6.0,5.0,5.0,1.0
716,6.0,3.0,0.0,7.0,5.0,4.0,6.0,7.0,4.0,5.0,5.0,3.0,4.0,3.0,7.0,6.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,7.0,4.0,4.0,1.0
717,5.0,7.0,0.0,6.0,4.0,7.0,5.0,7.0,5.0,5.0,4.0,3.0,6.0,1.0,5.0,7.0,3.0,3.0,1.0,3.0,3.0,5.0,6.0,5.0,5.0,5.0,1.0
718,6.0,1.0,0.0,6.0,2.0,4.0,6.0,5.0,3.0,4.0,5.0,2.0,4.0,1.0,1.0,2.0,4.0,6.0,6.0,6.0,3.0,5.0,3.0,4.0,4.0,4.0,1.0
719,5.0,0.0,1.0,8.0,6.0,3.0,5.0,7.0,2.0,4.0,3.0,4.0,7.0,0.0,1.0,2.0,7.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,1.0
